01459|LJSpeech|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.|ɹᵻlˈæps wʌz ɹˈæpɪd ænd ɪnˈɛvᵻɾəbəl, sˌoʊ ðætðə lˈæɾɚ stˈeɪt ʌvðə pɹˈɪzən wʌz wˈɜːs ðɐn ðə fˈɜːst.
02009|LJSpeech|ðə kɹˈɪmɪnəlz ɑːɹ nˌɑːt ɛkspˈoʊzd tə vjˈuː tˈɪl ðeɪ mˈaʊnt ðə fˈeɪɾəl stˈeɪdʒ. ðə lˈæst pˈɑːɹt ʌvðə stˈeɪdʒ, ɔːɹ ðæt nˈɛkst tə ðə dʒˈeɪl,|ðə kɹˈɪmɪnəlz ɑːɹ nˌɑːt ɛkspˈoʊzd tə vjˈuː tˈɪl ðeɪ mˈaʊnt ðə fˈeɪɾəl stˈeɪdʒ. ðə lˈæst pˈɑːɹt ʌvðə stˈeɪdʒ, ɔːɹ ðæt nˈɛkst tə ðə dʒˈeɪl,
01951|LJSpeech|ɔːɹ ðɪ ɪnspˈɛktɚz ʌv pɹˈɪzənz, ænd ðæt hiː biː ɹᵻkwˈaɪɚd hˈoʊli tə kənfˈaɪn hɪmsˈɛlf tə ðə pɚfˈoːɹməns ʌv hɪz dˈuːɾi æz pɹɪskɹˈaɪbd baɪ ˈækt ʌv pˈɑːɹləmənt.|ɔːɹ ðɪ ɪnspˈɛktɚz ʌv pɹˈɪzənz, ænd ðæt hiː biː ɹᵻkwˈaɪɚd hˈoʊli tə kənfˈaɪn hɪmsˈɛlf tə ðə pɚfˈoːɹməns ʌv hɪz dˈuːɾi æz pɹɪskɹˈaɪbd baɪ ˈækt ʌv pˈɑːɹləmənt.
00646|LJSpeech|hiː wʌz tʃˈɑːɹdʒd wɪð mˈuːvɪŋ sˈʌmθɪŋ wˌɪtʃ ʃˌʊd nˌɑːt biː tˈʌtʃt, wɪð lˈiːvɪŋ ɐ dˈoːɹ ˈoʊpən, ɔːɹ kˈɔfɪŋ mɐlˈɪʃəsli tə ðə dɪstˈɜːbəns ʌv hɪz kəmpˈæniənz.|hiː wʌz tʃˈɑːɹdʒd wɪð mˈuːvɪŋ sˈʌmθɪŋ wˌɪtʃ ʃˌʊd nˌɑːt biː tˈʌtʃt, wɪð lˈiːvɪŋ ɐ dˈoːɹ ˈoʊpən, ɔːɹ kˈɔfɪŋ mɐlˈɪʃəsli tə ðə dɪstˈɜːbəns ʌv hɪz kəmpˈæniənz.
01896|LJSpeech|dɪstˈɪŋɡwɪʃt æz ðə sˈiːt ʌv ɹᵻlˈɪdʒən, wˈɜːθ, ænd fɪlˈænθɹəpi,|dɪstˈɪŋɡwɪʃt æz ðə sˈiːt ʌv ɹᵻlˈɪdʒən, wˈɜːθ, ænd fɪlˈænθɹəpi,
00237|LJSpeech|θɹˈiː. ðə tʃˈæpəl jˈɑːɹd wʌz ɐbˌaʊt fˈɔːɹɾiθɹˈiː fˈiːt baɪ twˈɛntifˈaɪv.|θɹˈiː. ðə tʃˈæpəl jˈɑːɹd wʌz ɐbˌaʊt fˈɔːɹɾiθɹˈiː fˈiːt baɪ twˈɛntifˈaɪv.
01373|LJSpeech|ðə kəmˈɪɾi wʌz ˈɔːlsoʊ tə ɹᵻpˈoːɹt əpˌɑːn ðə mˈænɚ ɪnwˌɪtʃ sˈɛntənsᵻz wɜː kˈæɹid ˈaʊt, ænd tə ɹˌɛkəmˈɛnd ˌɛni ˌɔltɚɹˈeɪʃənz nˈɛsᵻsɚɹi ɪnðə ɹˈuːlz|ðə kəmˈɪɾi wʌz ˈɔːlsoʊ tə ɹᵻpˈoːɹt əpˌɑːn ðə mˈænɚ ɪnwˌɪtʃ sˈɛntənsᵻz wɜː kˈæɹid ˈaʊt, ænd tə ɹˌɛkəmˈɛnd ˌɛni ˌɔltɚɹˈeɪʃənz nˈɛsᵻsɚɹi ɪnðə ɹˈuːlz
00842|LJSpeech|nˈoʊ wˈaɪn ɔːɹ bˈɪɹ ʃˌʊd biː ɪn fjˈuːtʃɚɹ ɐdmˈɪɾᵻd ˌɪntʊ ɔːɹ sˈoʊld ɪnðə dʒˈeɪl,|nˈoʊ wˈaɪn ɔːɹ bˈɪɹ ʃˌʊd biː ɪn fjˈuːtʃɚɹ ɐdmˈɪɾᵻd ˌɪntʊ ɔːɹ sˈoʊld ɪnðə dʒˈeɪl,
02148|LJSpeech|hiː hæd hɪz pˈɑːkɪts fˈɪld wɪð bɹˈɛd ænd tʃˈiːz, ænd ɪt wʌz dʒˈɛnɚɹəli səpˈoʊzd ðæt hiː hæd kˈʌm ɐ lˈɔŋ dˈɪstəns tə sˈiː ðə fˈeɪɾəl ʃˈoʊ.|hiː hæd hɪz pˈɑːkɪts fˈɪld wɪð bɹˈɛd ænd tʃˈiːz, ænd ɪt wʌz dʒˈɛnɚɹəli səpˈoʊzd ðæt hiː hæd kˈʌm ɐ lˈɔŋ dˈɪstəns tə sˈiː ðə fˈeɪɾəl ʃˈoʊ.
00562|LJSpeech|ðɪ ˈiːvəlz ʌv ɐsˌoʊsɪˈeɪʃən fɔːɹ ðiːz dˈɛɾɚz wɜː pɚpˈɛtʃuːˌeɪɾᵻd, ɔːlðˈoʊ ðə plˈæn pɹəvˈaɪdᵻd fɚðə sˌɛpɚɹˈeɪʃən ʌvðə vˈɛɹiəs kəntˈɪndʒənts kəmˈɪɾᵻd tʊ ɪt.|ðɪ ˈiːvəlz ʌv ɐsˌoʊsɪˈeɪʃən fɔːɹ ðiːz dˈɛɾɚz wɜː pɚpˈɛtʃuːˌeɪɾᵻd, ɔːlðˈoʊ ðə plˈæn pɹəvˈaɪdᵻd fɚðə sˌɛpɚɹˈeɪʃən ʌvðə vˈɛɹiəs kəntˈɪndʒənts kəmˈɪɾᵻd tʊ ɪt.
01456|LJSpeech|ænd lˈɪmɪɾᵻd ɪt tə nˈuːɡeɪt ɐlˈoʊn. nˈuːɡeɪt ˌɪndˈiːd bɪkˌeɪm ðə sˈoʊl θˈiːm ʌv ðɛɹ fˈɜːst ɹᵻpˈoːɹt.|ænd lˈɪmɪɾᵻd ɪt tə nˈuːɡeɪt ɐlˈoʊn. nˈuːɡeɪt ˌɪndˈiːd bɪkˌeɪm ðə sˈoʊl θˈiːm ʌv ðɛɹ fˈɜːst ɹᵻpˈoːɹt.
00693|LJSpeech|bˌʌt ðə kˈiːpɚ pɹətˈɛstᵻd ðæt nˈoʊ sˈɪŋɡəl pɹˈɪzənɚ kʊd ðˈʌs mənˈɑːpəlˌaɪz spˈeɪs ɪf ðə stˈeɪt sˈaɪd wʌz kɹˈaʊdᵻd.|bˌʌt ðə kˈiːpɚ pɹətˈɛstᵻd ðæt nˈoʊ sˈɪŋɡəl pɹˈɪzənɚ kʊd ðˈʌs mənˈɑːpəlˌaɪz spˈeɪs ɪf ðə stˈeɪt sˈaɪd wʌz kɹˈaʊdᵻd.
01654|LJSpeech|"ɐ lˈæd nˈeɪmd mˈæθjuː wˈaɪt hɐz hæd ɐ wˈuːnd ɪn hɪz ˈaɪ baɪ ɐ bˈoʊn θɹˈoʊn æt hˌɪm, wˌɪtʃ vˈɛɹi nˌɪɹli dᵻstɹˈɔɪd vˈɪʒən."|"ɐ lˈæd nˈeɪmd mˈæθjuː wˈaɪt hɐz hæd ɐ wˈuːnd ɪn hɪz ˈaɪ baɪ ɐ bˈoʊn θɹˈoʊn æt hˌɪm, wˌɪtʃ vˈɛɹi nˌɪɹli dᵻstɹˈɔɪd vˈɪʒən."
02053|LJSpeech|ðə fˈaɪɚ hæd nˌɑːt kwˈaɪt bˈɜːnt ˈaʊt æt twˈɛlv, ɪn nˌɪɹli fˈoːɹ ˈaʊɚz, ðæt ɪz tə sˈeɪ.|ðə fˈaɪɚ hæd nˌɑːt kwˈaɪt bˈɜːnt ˈaʊt æt twˈɛlv, ɪn nˌɪɹli fˈoːɹ ˈaʊɚz, ðæt ɪz tə sˈeɪ.
00914|LJSpeech|sˈɛvɹəl bˈɪʃəps, ænd ɐ nˈʌmbɚɹ ʌv mˈɛmbɚz ʌvðə hˈaʊs ʌv kˈɑːmənz, ɪŋklˈuːdɪŋ mˈɪstɚ mˈænɚz sˈʌʔn̩,|sˈɛvɹəl bˈɪʃəps, ænd ɐ nˈʌmbɚɹ ʌv mˈɛmbɚz ʌvðə hˈaʊs ʌv kˈɑːmənz, ɪŋklˈuːdɪŋ mˈɪstɚ mˈænɚz sˈʌʔn̩,
01777|LJSpeech|bˈɛndʒəmɪn vˈaɪnz ænd dˈænjəl wˈɔːɹd pˌʊt ɪn ˈaɪɚnz fɔːɹ tˈuː dˈeɪz fɔːɹ bɹˈeɪkɪŋ ðə wˈɪndoʊz ʌvðə dˈeɪ ɹˈuːm ɪnðə kəndˈɛmd sˈɛlz.|bˈɛndʒəmɪn vˈaɪnz ænd dˈænjəl wˈɔːɹd pˌʊt ɪn ˈaɪɚnz fɔːɹ tˈuː dˈeɪz fɔːɹ bɹˈeɪkɪŋ ðə wˈɪndoʊz ʌvðə dˈeɪ ɹˈuːm ɪnðə kəndˈɛmd sˈɛlz.
01494|LJSpeech|ðə fˈækt wʌz, hiː dɪdnˌɑːt kˈiːp ðə klˌæsɪfɪkˈeɪʃən ʌv pɹˈɪzənɚz ˌɔn fˈɜːst ɚɹˈaɪvəl ɪn hɪz ˈoʊn hˈændz, nˈɔːɹ ˈiːvən ɪn ðæt ʌv hɪz ˈɑːfɪsɚz.|ðə fˈækt wʌz, hiː dɪdnˌɑːt kˈiːp ðə klˌæsɪfɪkˈeɪʃən ʌv pɹˈɪzənɚz ˌɔn fˈɜːst ɚɹˈaɪvəl ɪn hɪz ˈoʊn hˈændz, nˈɔːɹ ˈiːvən ɪn ðæt ʌv hɪz ˈɑːfɪsɚz.
01540|LJSpeech|ðə mˈæn ɪntɹˈʌstᵻd wɪð ðɪs pɹˈɪvᵻlɪdʒ wʌz ˈɔfən ðɪ ˈɪnɚ ɡˈeɪtsmən,|ðə mˈæn ɪntɹˈʌstᵻd wɪð ðɪs pɹˈɪvᵻlɪdʒ wʌz ˈɔfən ðɪ ˈɪnɚ ɡˈeɪtsmən,
01117|LJSpeech|bˌʌt ðɪs bˈuːn ʌv tˈɔɪl wʌz dᵻnˈaɪd tʊ ˈɔːl bˌʌt ɐ vˈɛɹi lˈɪmɪɾᵻd nˈʌmbɚ.|bˌʌt ðɪs bˈuːn ʌv tˈɔɪl wʌz dᵻnˈaɪd tʊ ˈɔːl bˌʌt ɐ vˈɛɹi lˈɪmɪɾᵻd nˈʌmbɚ.
00172|LJSpeech|ðɪ ᵻsˈɛnʃəl pˈɔɪnt təbi ɹᵻmˈɛmbɚd ɪz ðætðɪ ˈɔːɹnəmənt, wʌtˈɛvɚɹ ɪɾ ˈɪz, wˈɛðɚ pˈɪktʃɚ ɔːɹ pˈætɚnwˈɜːk, ʃˌʊd fˈɔːɹm pˈɑːɹt ʌvðə pˈeɪdʒ,|ðɪ ᵻsˈɛnʃəl pˈɔɪnt təbi ɹᵻmˈɛmbɚd ɪz ðætðɪ ˈɔːɹnəmənt, wʌtˈɛvɚɹ ɪɾ ˈɪz, wˈɛðɚ pˈɪktʃɚ ɔːɹ pˈætɚnwˈɜːk, ʃˌʊd fˈɔːɹm pˈɑːɹt ʌvðə pˈeɪdʒ,
00833|LJSpeech|ðə dʒˈeɪlɚ ʃˌʊd biː ɹᵻkwˈaɪɚd tə vˈɪzɪt ˈɛvɹi pˈɑːɹt ænd sˈiː ˈɛvɹi pɹˈɪzənɚ dˈeɪli; ðə tʃˈæplɪn ʃˌʊd pɚfˈɔːɹm sˈɜːvɪs, vˈɪzɪt ðə sˈɪk,|ðə dʒˈeɪlɚ ʃˌʊd biː ɹᵻkwˈaɪɚd tə vˈɪzɪt ˈɛvɹi pˈɑːɹt ænd sˈiː ˈɛvɹi pɹˈɪzənɚ dˈeɪli; ðə tʃˈæplɪn ʃˌʊd pɚfˈɔːɹm sˈɜːvɪs, vˈɪzɪt ðə sˈɪk,
01297|LJSpeech|hiː tˈoʊɾəl nˈʌmbɚɹ ʌv pɹˈɪzənɚz ðeɪ ɹᵻsˈiːvd dˈʊɹɹɪŋ ðə jˈɪɹ vˈɛɹid fɹʌm tˈuː pˈɜːsənz tə mˈɛni hˈʌndɹɪdz.|hiː tˈoʊɾəl nˈʌmbɚɹ ʌv pɹˈɪzənɚz ðeɪ ɹᵻsˈiːvd dˈʊɹɹɪŋ ðə jˈɪɹ vˈɛɹid fɹʌm tˈuː pˈɜːsənz tə mˈɛni hˈʌndɹɪdz.
00889|LJSpeech|wɜːɹ æz jˈɛt bˌʌt ɪmpˈɜːfɛktli ˌʌndɚstˈʊd, ænd sˈʌtʃ pˈoːɹʃənz ʌvðə "ɪmpɹˈuːvd" dʒˈeɪlz ʌv ðæt pˈiəɹɪəd æz wɜː stˈɪl ɛkstˈænt ɐ fjˈuː jˈɪɹz bˈæk,|wɜːɹ æz jˈɛt bˌʌt ɪmpˈɜːfɛktli ˌʌndɚstˈʊd, ænd sˈʌtʃ pˈoːɹʃənz ʌvðə "ɪmpɹˈuːvd" dʒˈeɪlz ʌv ðæt pˈiəɹɪəd æz wɜː stˈɪl ɛkstˈænt ɐ fjˈuː jˈɪɹz bˈæk,
00385|LJSpeech|hiː sˈiːmz tə hæv fˈɛlt nˈoʊ ɹᵻspˌɑːnsəbˈɪlᵻɾi æz tə ðə wˈɛlfɛɹ ɔːɹ kˈʌmfɚt ʌv ðoʊz ɪn tʃˈɑːɹdʒ, ænd ˌaʊɾəv hˈuːm hiː mˌeɪd ˈɔːl hɪz mˈʌni.|hiː sˈiːmz tə hæv fˈɛlt nˈoʊ ɹᵻspˌɑːnsəbˈɪlᵻɾi æz tə ðə wˈɛlfɛɹ ɔːɹ kˈʌmfɚt ʌv ðoʊz ɪn tʃˈɑːɹdʒ, ænd ˌaʊɾəv hˈuːm hiː mˌeɪd ˈɔːl hɪz mˈʌni.
01283|LJSpeech|ðeɪ wɜː sˌoʊ ɹˈædɪkli bˈæd ðæt ɹᵻfˈɔːɹm sˈiːmd hˈoʊpləs, ænd ɪt wʌz θˈɔːt wˈaɪzɚ nˌɑːt tə bɹˈɪŋ ðˌɛm ˌʌndɚ pɹəvˈɪʒənz wˌɪtʃ klˈɪɹli kʊd nˌɑːt biː ɛnfˈoːɹst.|ðeɪ wɜː sˌoʊ ɹˈædɪkli bˈæd ðæt ɹᵻfˈɔːɹm sˈiːmd hˈoʊpləs, ænd ɪt wʌz θˈɔːt wˈaɪzɚ nˌɑːt tə bɹˈɪŋ ðˌɛm ˌʌndɚ pɹəvˈɪʒənz wˌɪtʃ klˈɪɹli kʊd nˌɑːt biː ɛnfˈoːɹst.
00832|LJSpeech|ðə kəmˈɪɾi tˈʊk əpˌɑːn ɪtsˈɛlf tə lˈeɪ dˌaʊn stɹˈɪndʒənt ɹˈuːlz fɚðə dˈɪsɪplˌɪn ʌvðə pɹˈɪzən.|ðə kəmˈɪɾi tˈʊk əpˌɑːn ɪtsˈɛlf tə lˈeɪ dˌaʊn stɹˈɪndʒənt ɹˈuːlz fɚðə dˈɪsɪplˌɪn ʌvðə pɹˈɪzən.
01213|LJSpeech|ðə pɹˌɑːməlɡˈeɪʃən ʌv ðiːz tˈuː dʒˈeɪl ˈækts stɹˈɛŋθənd ðə hˈændz ʌvðə pɹˈɪzən dˈɪsɪplˌɪn səsˈaɪəɾi ɪnˈoːɹməsli.|ðə pɹˌɑːməlɡˈeɪʃən ʌv ðiːz tˈuː dʒˈeɪl ˈækts stɹˈɛŋθənd ðə hˈændz ʌvðə pɹˈɪzən dˈɪsɪplˌɪn səsˈaɪəɾi ɪnˈoːɹməsli.
02049|LJSpeech|ænd ˈæftɚ pɹˈeɪɪŋ fˈɜːvəntli fɚɹə fjˈuː mˈɪnɪts, ðə stˈɛps ˌɔn wˌɪtʃ ʃiː stˈʊd wɜː dɹˈɔːn ɐwˈeɪ, ænd ʃiː wʌz lˈɛft səspˈɛndᵻd.|ænd ˈæftɚ pɹˈeɪɪŋ fˈɜːvəntli fɚɹə fjˈuː mˈɪnɪts, ðə stˈɛps ˌɔn wˌɪtʃ ʃiː stˈʊd wɜː dɹˈɔːn ɐwˈeɪ, ænd ʃiː wʌz lˈɛft səspˈɛndᵻd.
00566|LJSpeech|ðə ɹᵻfˈɔːɹmz wˌɪtʃ wɜː təbi ɐtˈɛmptᵻd ɪn ðæt pɹˈɪzən|ðə ɹᵻfˈɔːɹmz wˌɪtʃ wɜː təbi ɐtˈɛmptᵻd ɪn ðæt pɹˈɪzən
01945|LJSpeech|tə kɚɹˈʌpt ðə pɹˈɪzənɚ tʃˈɑːɹdʒd wɪð ɐn əfˈɛns ʌvwˈɪtʃ hiː mˈeɪ biː ˈɪnəsənt, ænd tə kənfˈɜːm ɪn ɡˈɪlt ðə jˈʌŋ ænd ˌɪnɛkspˈiəɹɪənst əfˈɛndɚ.|tə kɚɹˈʌpt ðə pɹˈɪzənɚ tʃˈɑːɹdʒd wɪð ɐn əfˈɛns ʌvwˈɪtʃ hiː mˈeɪ biː ˈɪnəsənt, ænd tə kənfˈɜːm ɪn ɡˈɪlt ðə jˈʌŋ ænd ˌɪnɛkspˈiəɹɪənst əfˈɛndɚ.
00340|LJSpeech|tˈɑːməs dˈɑːbsən, ˌɔn twˈɛntisˈɛkənd ˈɔːɡəst, sˈɛvəntˌiːn nˈaɪntinˈaɪn, fɔːɹ wˈʌn ʃˈɪlɪŋ, wɪð kˈɔsts ʌv ˈeɪt ʃˈɪlɪŋz, tˈɛn pˈɛns.|tˈɑːməs dˈɑːbsən, ˌɔn twˈɛntisˈɛkənd ˈɔːɡəst, sˈɛvəntˌiːn nˈaɪntinˈaɪn, fɔːɹ wˈʌn ʃˈɪlɪŋ, wɪð kˈɔsts ʌv ˈeɪt ʃˈɪlɪŋz, tˈɛn pˈɛns.
00841|LJSpeech|wˌɪtʃ ɹˌɛkəmˈɛndᵻd ɹᵻstɹˈɪkʃənz əpˌɑːn ðə nˈʌmbɚɹ ʌv vˈɪzɪɾɚz ɐdmˈɪɾᵻd.|wˌɪtʃ ɹˌɛkəmˈɛndᵻd ɹᵻstɹˈɪkʃənz əpˌɑːn ðə nˈʌmbɚɹ ʌv vˈɪzɪɾɚz ɐdmˈɪɾᵻd.
00932|LJSpeech|ænd ðˈɛɹfoːɹ juː ɑːɹ bˈaʊnd tə fˈɜːnɪʃ hˌɪm wɪð mˈɑːdɚɹət ˌɪndˈiːd bˌʌt sˈuːɾəbəl ɐkˌɑːmədˈeɪʃən."|ænd ðˈɛɹfoːɹ juː ɑːɹ bˈaʊnd tə fˈɜːnɪʃ hˌɪm wɪð mˈɑːdɚɹət ˌɪndˈiːd bˌʌt sˈuːɾəbəl ɐkˌɑːmədˈeɪʃən."
00809|LJSpeech|ðɪ əbˌʌvmˈɛnʃənd ɹᵻpˈoːɹt wʌz ˈɔːɹdɚd təbi pɹˈɪntᵻd əpˌɑːn ðə nˈaɪnθ mˈeɪ.|ðɪ əbˌʌvmˈɛnʃənd ɹᵻpˈoːɹt wʌz ˈɔːɹdɚd təbi pɹˈɪntᵻd əpˌɑːn ðə nˈaɪnθ mˈeɪ.
00407|LJSpeech|ðə pɹˈɪnsɪpəl ʌv "tʃˈʌmɪdʒ" pɹɪvˈeɪld æz ɪnðə kˈɪŋz bˈɛntʃ,|ðə pɹˈɪnsɪpəl ʌv "tʃˈʌmɪdʒ" pɹɪvˈeɪld æz ɪnðə kˈɪŋz bˈɛntʃ,
00990|LJSpeech|tə wˌɪtʃ ɐ tˈoʊɾəl ʌv ˈʌpwɚdz ʌv wˈʌn hˈʌndɹɪd θˈaʊzənd pɹˈɪzənɚz hɐdbɪn kəmˈɪɾᵻd ɪnðə jˈɪɹ, ˈoʊnli twˈɛntiθɹˈiː pɹˈɪzənz wɜː dᵻvˈaɪdᵻd ɐkˈoːɹdɪŋ tə lˈɔː;|tə wˌɪtʃ ɐ tˈoʊɾəl ʌv ˈʌpwɚdz ʌv wˈʌn hˈʌndɹɪd θˈaʊzənd pɹˈɪzənɚz hɐdbɪn kəmˈɪɾᵻd ɪnðə jˈɪɹ, ˈoʊnli twˈɛntiθɹˈiː pɹˈɪzənz wɜː dᵻvˈaɪdᵻd ɐkˈoːɹdɪŋ tə lˈɔː;
00438|LJSpeech|ænd fˈaɪnz ɪmpˈoʊzd fɔːɹ kˈɑːndʌkt dɪsɐpɹˈuːvd ʌv baɪ ðə "kˈɑːlɪdʒ."|ænd fˈaɪnz ɪmpˈoʊzd fɔːɹ kˈɑːndʌkt dɪsɐpɹˈuːvd ʌv baɪ ðə "kˈɑːlɪdʒ."
00738|LJSpeech|ðɪs lˈæɾɚ wʌz ɐn ɔːɹdˈiəl wˌɪtʃ ˈɔːl dɹˈɛdᵻd, ænd mˈɛni ɐvˈɔɪdᵻd baɪ dᵻnˈaɪɪŋ ðɛɹ fˈeɪθ.|ðɪs lˈæɾɚ wʌz ɐn ɔːɹdˈiəl wˌɪtʃ ˈɔːl dɹˈɛdᵻd, ænd mˈɛni ɐvˈɔɪdᵻd baɪ dᵻnˈaɪɪŋ ðɛɹ fˈeɪθ.
00350|LJSpeech|mˈɪstɚ bˈʌkstən, ɪn hˈɪz "ˈɪŋkwɚɹi ˌɪntʊ ðə sˈɪstəm ʌv pɹˈɪzən dˈɪsɪplˌɪn,"|mˈɪstɚ bˈʌkstən, ɪn hˈɪz "ˈɪŋkwɚɹi ˌɪntʊ ðə sˈɪstəm ʌv pɹˈɪzən dˈɪsɪplˌɪn,"
00192|LJSpeech|nˈiːld ɡˈɪvz sˌʌm fˈɪɡjɚz wˌɪtʃ wˈɛl ˈɪləstɹˌeɪt ðˈɪs.|nˈiːld ɡˈɪvz sˌʌm fˈɪɡjɚz wˌɪtʃ wˈɛl ˈɪləstɹˌeɪt ðˈɪs.
00125|LJSpeech|mˈoʊst əv dʒˈɛnsənz lˈɛɾɚz ɑːɹ dɪzˈaɪnd wɪðˌɪn ɐ skwˈɛɹ,|mˈoʊst əv dʒˈɛnsənz lˈɛɾɚz ɑːɹ dɪzˈaɪnd wɪðˌɪn ɐ skwˈɛɹ,
00254|LJSpeech|tə ðə vˈɛɹiəs wˈɔːɹdz ðɛɹ fɹˈɛndz ˈɑːkjʊpˌaɪd.|tə ðə vˈɛɹiəs wˈɔːɹdz ðɛɹ fɹˈɛndz ˈɑːkjʊpˌaɪd.
01853|LJSpeech|"wˌʌt mˈʌst biː ðə stˈeɪt ʌv dˈɪsɪplˌɪn ɪn ɐ plˈeɪs fˈɪld wɪð kˈæɹɪktɚz sˌoʊ vˈɛɹiəs æz wɜːɹ ɐsˈɛmbəld ðˈɛɹ, wˌɛɹ ðə tɹˈaɪd ænd ðɪ ʌntɹˈaɪd, ðə sˈɪk ænd ðə hˈɛlθi,|"wˌʌt mˈʌst biː ðə stˈeɪt ʌv dˈɪsɪplˌɪn ɪn ɐ plˈeɪs fˈɪld wɪð kˈæɹɪktɚz sˌoʊ vˈɛɹiəs æz wɜːɹ ɐsˈɛmbəld ðˈɛɹ, wˌɛɹ ðə tɹˈaɪd ænd ðɪ ʌntɹˈaɪd, ðə sˈɪk ænd ðə hˈɛlθi,
02139|LJSpeech|ænd ɪt pˈæst ɐlˈɔŋ ðə hˈɛdz ʌvðə kɹˈaʊd, təbi kˈɔːt æt lˈæst baɪ ɐ pˈɜːsən hˌuː stɹˈʌɡəld wɪð ɪt tʊ ɐ kˈɑːɹt ænd dᵻpˈɑːzɪɾᵻd ɪt ðɛɹ ɪn sˈeɪfti.|ænd ɪt pˈæst ɐlˈɔŋ ðə hˈɛdz ʌvðə kɹˈaʊd, təbi kˈɔːt æt lˈæst baɪ ɐ pˈɜːsən hˌuː stɹˈʌɡəld wɪð ɪt tʊ ɐ kˈɑːɹt ænd dᵻpˈɑːzɪɾᵻd ɪt ðɛɹ ɪn sˈeɪfti.
01616|LJSpeech|ðə mˈoʊst pˈɑːpjʊlɚ bˈiːɪŋ ðə "tˈaɪmz," "mˈɔːɹnɪŋ hˈɛɹəld," ˈænd "mˈɔːɹnɪŋ kɹˈɑːnɪkəl"; ˌɔn sˈʌndeɪ ðə "wˈiːkli dɪspˈætʃ," "bˈɛlz lˈaɪf," ænd ðˈə "wˈiːkli mˈɛsɪndʒɚ."|ðə mˈoʊst pˈɑːpjʊlɚ bˈiːɪŋ ðə "tˈaɪmz," "mˈɔːɹnɪŋ hˈɛɹəld," ˈænd "mˈɔːɹnɪŋ kɹˈɑːnɪkəl"; ˌɔn sˈʌndeɪ ðə "wˈiːkli dɪspˈætʃ," "bˈɛlz lˈaɪf," ænd ðˈə "wˈiːkli mˈɛsɪndʒɚ."
00447|LJSpeech|ðə lˈɔːɹd stˈuːɚd ʌvðə hˈaʊshoʊld, ðə stˈuːɚd ænd ˈɑːfɪsɚz ʌvðə mˈɑːɹʃɐlsˌiː kˈoːɹt, ænd ˈʌðɚz.|ðə lˈɔːɹd stˈuːɚd ʌvðə hˈaʊshoʊld, ðə stˈuːɚd ænd ˈɑːfɪsɚz ʌvðə mˈɑːɹʃɐlsˌiː kˈoːɹt, ænd ˈʌðɚz.
01530|LJSpeech|ðɪ ɐθˈɔːɹɪɾi ʌv ðiːz wˈɔːɹdzmɛn sˌoʊ ɪmpɹˈɑːpɚli ɛɡzˈɑːltᵻd, ænd sˌoʊ ɛntˈaɪɚli ʌntʃˈɛkt, dᵻdʒˈɛnɚɹˌeɪɾᵻd ˌɪntʊ ɐ bˈeɪnfəl dˈɛspətˌɪzəm.|ðɪ ɐθˈɔːɹɪɾi ʌv ðiːz wˈɔːɹdzmɛn sˌoʊ ɪmpɹˈɑːpɚli ɛɡzˈɑːltᵻd, ænd sˌoʊ ɛntˈaɪɚli ʌntʃˈɛkt, dᵻdʒˈɛnɚɹˌeɪɾᵻd ˌɪntʊ ɐ bˈeɪnfəl dˈɛspətˌɪzəm.
01335|LJSpeech|wɪðˌaʊt ɛnlˈɑːɹdʒmənt nˈoʊ mətˈɪɹiəl tʃˈeɪndʒ ɪn dˈɪsɪplˌɪn ɔːɹ ɪntˈɪɹiɚɹ ɪkˈɑːnəmi kʊd pˈɑːsᵻbli biː ˌɪntɹədˈuːst.|wɪðˌaʊt ɛnlˈɑːɹdʒmənt nˈoʊ mətˈɪɹiəl tʃˈeɪndʒ ɪn dˈɪsɪplˌɪn ɔːɹ ɪntˈɪɹiɚɹ ɪkˈɑːnəmi kʊd pˈɑːsᵻbli biː ˌɪntɹədˈuːst.
00267|LJSpeech|bᵻjˌɔnd ðə pɹˈɛs jˈɑːɹd wɜː θɹˈiː stˈoːɹiz, kəndˈɛmd sˈɛlz, fˈɪftiːn ɪn ˈɔːl, wɪð vˈɔltᵻd sˈiːlɪŋz nˈaɪn fˈiːt hˈaɪ tə ðə kɹˈaʊn ʌvðɪ ˈɑːɹtʃ.|bᵻjˌɔnd ðə pɹˈɛs jˈɑːɹd wɜː θɹˈiː stˈoːɹiz, kəndˈɛmd sˈɛlz, fˈɪftiːn ɪn ˈɔːl, wɪð vˈɔltᵻd sˈiːlɪŋz nˈaɪn fˈiːt hˈaɪ tə ðə kɹˈaʊn ʌvðɪ ˈɑːɹtʃ.
